text,label
FYI ? the project deadline has been moved to the 20th. Please update your plans.,ham
Happy birthday David! Hope you have a wonderful day.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
The invoice #987088 for $19983 is attached. Please process by next week.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
Reminder: Team standup is at 3:30 PM today. Agenda in the shared doc.,ham
Refinance your mortgage! Get $11598 cash back. No credit check needed.,spam
The quarterly budget review is scheduled for Saturday. Please prepare your department numbers.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-603029.com,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
"Hi John, can you review the pull request I submitted? Let me know if you have questions.",ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-146303.net,spam
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
"Hey, are you free this weekend? A few of us are planning a hike on next week.",ham
The conference call recording from the 15th is now available in the shared folder.,ham
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-649111.com,spam
Refinance your mortgage! Get $70430 cash back. No credit check needed.,
I've booked a table for 5 at 2:00 PM on Tuesday. Let me know if plans change.,ham
WINNER! Your email won our lottery. Send bank details to collect $52673.,spam
Happy birthday Amanda! Hope you have a wonderful day.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-925295.com,spam
Hot singles in your area are waiting! Meet them tonight at http://date-175627.com,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-585229.com,spam
FYI ? the project deadline has been moved to next week. Please update your plans.,ham
Your flight 694660 to New York departs at 2:00 PM on Thursday. Check-in opens 24h before.,ham
I've booked a table for 10 at 5:00 PM on the 20th. Let me know if plans change.,ham
Send this to 11 people and receive $75909 from Bill Gates!,spam
Send this to 16 people and receive $51139 from Bill Gates!,spam
FYI ? the project deadline has been moved to the 15th. Please update your plans.,ham
"Hi team, please welcome Michael who is joining us as the new Marketing Manager starting Wednesday.",ham
,spam
You have been selected for a $32736 cash reward. Act fast! Expires soon.,spam
"Hi Amanda, your insurance renewal is due on Friday. Review your policy attached.",ham
The homework assignment is due Wednesday. Please submit via the portal by midnight.,ham
Lose 22 lbs in 20 days GUARANTEED! Our miracle pill works instantly.,spam
Send this to 10 people and receive $17545 from Bill Gates!,spam
Congratulations! You've won a $19827 prize. Click here to claim: http://prize-727516.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Exclusive offer for you: Get 90% off everything at http://shop-811096.com,spam
Hot singles in your area are waiting! Meet them tonight at http://date-893898.com,
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-127065.com,spam
Congratulations! You've won a $86874 prize. Click here to claim: http://prize-436551.com,spam
Refinance your mortgage! Get $41308 cash back. No credit check needed.,spam
"Hi team, please welcome Amanda who is joining us as the new Software Engineer starting the 15th.",ham
"Hi team, please welcome Amanda who is joining us as the new Marketing Manager starting next week.",ham
Exclusive offer for you: Get 90% off everything at http://shop-477848.com,spam
Lose 34 lbs in 26 days GUARANTEED! Our miracle pill works instantly.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Meet beautiful European women seeking marriage. Visit http://bride-926659.com,spam
Just a reminder that rent is due on the the 15thth. Please transfer at your convenience.,ham
The conference call recording from Sunday is now available in the shared folder.,ham
WINNER! Your email won our lottery. Send bank details to collect $81981.,spam
WINNER! Your email won our lottery. Send bank details to collect $15069.,spam
,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Please find attached the report for Q3 as discussed in our last meeting.,ham
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Dinner at 3:30 PM tonight? I was thinking we could try that new Italian place.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-636815.com,spam
Can we reschedule our Saturday call? I have a conflict in the morning.,ham
Meet beautiful European women seeking marriage. Visit http://bride-673887.com,spam
Refinance your mortgage! Get $99705 cash back. No credit check needed.,spam
Your order #589105 has been shipped. Expected delivery: next week.,ham
The quarterly budget review is scheduled for the 20th. Please prepare your department numbers.,ham
,spam
Your doctor's appointment is confirmed for the 20th at 5:00 PM.,ham
Your PayPal account is limited. Verify immediately: http://paypal-789849.com,spam
"Hi Sarah, just checking in about the meeting scheduled for Sunday at 5:00 PM.",ham
Your doctor's appointment is confirmed for the 15th at 3:30 PM.,ham
URGENT: Your account has been suspended. Verify now at http://secure-535859.net,spam
Can we reschedule our Wednesday call? I have a conflict in the morning.,ham
FYI ? the project deadline has been moved to the 20th. Please update your plans.,ham
Please find attached the report for Q1 as discussed in our last meeting.,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Please review and sign the attached NDA before our meeting on Tuesday.,ham
Your flight 228660 to Berlin departs at 2:00 PM on Tuesday. Check-in opens 24h before.,ham
The library book you reserved is now available for pickup. Expires Tuesday.,ham
Congratulations! You've won a $64450 prize. Click here to claim: http://prize-676164.com,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Exclusive offer for you: Get 90% off everything at http://shop-512395.com,spam
"Hi John, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
The library book you reserved is now available for pickup. Expires Sunday.,ham
The homework assignment is due Sunday. Please submit via the portal by midnight.,
Dinner at 3:30 PM tonight? I was thinking we could try that new Italian place.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-471855.com,spam
"Hi team, please welcome Amanda who is joining us as the new Software Engineer starting Saturday.",ham
URGENT: Your account has been suspended. Verify now at http://secure-781618.net,spam
The library book you reserved is now available for pickup. Expires Monday.,ham
Nigerian prince needs your help. Transfer $50313 for $12364 reward.,spam
Refinance your mortgage! Get $60897 cash back. No credit check needed.,spam
The conference call recording from next week is now available in the shared folder.,ham
Happy birthday David! Hope you have a wonderful day.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Dinner at 5:00 PM tonight? I was thinking we could try that new Italian place.,ham
Monthly newsletter: Here's what happened in our community this June.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
Your PayPal account is limited. Verify immediately: http://paypal-243736.com,spam
Lose 34 lbs in 20 days GUARANTEED! Our miracle pill works instantly.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Thanks for your email. I'll get back to you by end of day Thursday.,ham
Monthly newsletter: Here's what happened in our community this February.,ham
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Monthly newsletter: Here's what happened in our community this June.,ham
FYI ? the project deadline has been moved to Monday. Please update your plans.,ham
Congratulations! You've won a $63572 prize. Click here to claim: http://prize-603108.com,spam
Your doctor's appointment is confirmed for the 15th at 5:00 PM.,ham
WINNER! Your email won our lottery. Send bank details to collect $75507.,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
I've booked a table for 3 at noon on tomorrow. Let me know if plans change.,
Just a reminder that rent is due on the the 20thth. Please transfer at your convenience.,ham
URGENT: Your account has been suspended. Verify now at http://secure-425762.net,spam
You owe $81739 in taxes. Pay immediately or face arrest. IRS Notice #890623.,spam
Your doctor's appointment is confirmed for Thursday at 5:00 PM.,ham
The library book you reserved is now available for pickup. Expires Friday.,ham
"Hi David, your subscription renews on Wednesday. Let us know if you'd like to make changes.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-518844.com,spam
Send this to 20 people and receive $4950 from Bill Gates!,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
FYI ? the project deadline has been moved to Thursday. Please update your plans.,ham
Dinner at 2:00 PM tonight? I was thinking we could try that new Italian place.,ham
"Hi Emily, your subscription renews on Saturday. Let us know if you'd like to make changes.",ham
The quarterly budget review is scheduled for the 15th. Please prepare your department numbers.,ham
WINNER! Your email won our lottery. Send bank details to collect $48603.,
Earn $80560 daily with crypto! Bitcoin investment guaranteed returns.,spam
Your flight 357686 to Toronto departs at 2:00 PM on tomorrow. Check-in opens 24h before.,ham
"Hi John, can you review the pull request I submitted? Let me know if you have questions.",ham
Your PayPal account is limited. Verify immediately: http://paypal-110609.com,spam
WINNER! Your email won our lottery. Send bank details to collect $52442.,spam
Happy birthday James! Hope you have a wonderful day.,ham
"Hi team, please welcome David who is joining us as the new Product Manager starting tomorrow.",ham
Earn $66007 daily with crypto! Bitcoin investment guaranteed returns.,spam
"Hi Ashley, your subscription renews on the 20th. Let us know if you'd like to make changes.",ham
You owe $39402 in taxes. Pay immediately or face arrest. IRS Notice #207683.,spam
Dinner at 5:00 PM tonight? I was thinking we could try that new Italian place.,ham
WINNER! Your email won our lottery. Send bank details to collect $85013.,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
The quarterly budget review is scheduled for Monday. Please prepare your department numbers.,ham
You owe $92087 in taxes. Pay immediately or face arrest. IRS Notice #618892.,spam
Happy birthday Emily! Hope you have a wonderful day.,ham
Thanks for attending the webinar! The recording and slides are attached.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-174654.com,spam
Your package is held at customs. Pay $37976 fee: http://customs-890567.com,spam
The homework assignment is due next week. Please submit via the portal by midnight.,ham
Can we reschedule our Friday call? I have a conflict in the morning.,ham
,spam
URGENT: Your account has been suspended. Verify now at http://secure-231177.net,spam
Can we reschedule our tomorrow call? I have a conflict in the morning.,ham
Make $69037 per day working from home! No experience needed. Join now!,spam
,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hi Michael, just checking in about the meeting scheduled for the 15th at noon.",ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
The quarterly budget review is scheduled for next week. Please prepare your department numbers.,ham
Your order #217464 has been shipped. Expected delivery: Sunday.,ham
Just a reminder that rent is due on the the 15thth. Please transfer at your convenience.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-610197.com,spam
,
Nigerian prince needs your help. Transfer $97993 for $12648 reward.,spam
,spam
,ham
The quarterly budget review is scheduled for tomorrow. Please prepare your department numbers.,ham
"Hi Robert, your insurance renewal is due on Sunday. Review your policy attached.",ham
I've booked a table for 2 at 5:00 PM on Friday. Let me know if plans change.,ham
CLAIM NOW: You've been chosen for a $71012 Amazon gift card!,spam
Your flight 698644 to London departs at 9:00 AM on the 15th. Check-in opens 24h before.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Refinance your mortgage! Get $45619 cash back. No credit check needed.,spam
Thanks for your email. I'll get back to you by end of day Monday.,ham
FYI ? the project deadline has been moved to next week. Please update your plans.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-475769.com,spam
Refinance your mortgage! Get $89651 cash back. No credit check needed.,spam
I've booked a table for 3 at 10:30 AM on the 15th. Let me know if plans change.,ham
Your order #749347 has been shipped. Expected delivery: tomorrow.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-149802.com,spam
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
Your computer has a virus! Call 1-800-230461 immediately for free removal.,
Your order #360908 has been shipped. Expected delivery: next week.,ham
The conference call recording from next week is now available in the shared folder.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Friday.",ham
Please find attached the report for Q1 as discussed in our last meeting.,ham
Your flight 510954 to Chicago departs at 6:30 PM on Tuesday. Check-in opens 24h before.,ham
Just a reminder that rent is due on the tomorrowth. Please transfer at your convenience.,ham
Send this to 5 people and receive $38375 from Bill Gates!,spam
The library book you reserved is now available for pickup. Expires Saturday.,ham
You have been selected for a $70927 cash reward. Act fast! Expires soon.,spam
Hot singles in your area are waiting! Meet them tonight at http://date-782079.com,spam
URGENT: Your account has been suspended. Verify now at http://secure-217816.net,spam
FYI ? the project deadline has been moved to the 20th. Please update your plans.,ham
The library book you reserved is now available for pickup. Expires Sunday.,ham
The conference call recording from Wednesday is now available in the shared folder.,ham
Exclusive offer for you: Get 90% off everything at http://shop-991507.com,spam
CLAIM NOW: You've been chosen for a $48719 Amazon gift card!,spam
You have been selected for a $90304 cash reward. Act fast! Expires soon.,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-501917.com,spam
The invoice #141988 for $30860 is attached. Please process by the 20th.,ham
Your flight 782992 to Sydney departs at 10:30 AM on Thursday. Check-in opens 24h before.,ham
Please review and sign the attached NDA before our meeting on Tuesday.,ham
"Hi Jessica, just checking in about the meeting scheduled for Sunday at 5:00 PM.",ham
The library book you reserved is now available for pickup. Expires Saturday.,ham
Dinner at 9:00 AM tonight? I was thinking we could try that new Italian place.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Thursday.",
,spam
Your flight 679409 to New York departs at 3:30 PM on Sunday. Check-in opens 24h before.,ham
You owe $31625 in taxes. Pay immediately or face arrest. IRS Notice #956126.,spam
"Hi Michael, your insurance renewal is due on tomorrow. Review your policy attached.",
Your package is held at customs. Pay $46035 fee: http://customs-174656.com,spam
Make $60421 per day working from home! No experience needed. Join now!,spam
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
CLAIM NOW: You've been chosen for a $71736 Amazon gift card!,spam
"Hi Ashley, just checking in about the meeting scheduled for Thursday at 5:00 PM.",ham
URGENT: Your account has been suspended. Verify now at http://secure-645315.net,spam
The library book you reserved is now available for pickup. Expires tomorrow.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",
Happy birthday David! Hope you have a wonderful day.,ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Happy birthday Sarah! Hope you have a wonderful day.,ham
The quarterly budget review is scheduled for Friday. Please prepare your department numbers.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Monday.",ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Send this to 7 people and receive $75153 from Bill Gates!,spam
Please review and sign the attached NDA before our meeting on Monday.,ham
I've booked a table for 7 at 6:30 PM on Friday. Let me know if plans change.,ham
Your order #162227 has been shipped. Expected delivery: Friday.,ham
"Hi team, please welcome Sarah who is joining us as the new Data Analyst starting Friday.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-330265.com,spam
Make $60746 per day working from home! No experience needed. Join now!,spam
Earn $87198 daily with crypto! Bitcoin investment guaranteed returns.,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-628900.com,
Breaking: You can erase all debt in 30 days legally! Get our free guide.,
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
,spam
Congratulations! You've won a $41874 prize. Click here to claim: http://prize-411526.com,spam
Happy birthday Robert! Hope you have a wonderful day.,ham
The conference call recording from the 15th is now available in the shared folder.,ham
Nigerian prince needs your help. Transfer $72248 for $217073 reward.,spam
WINNER! Your email won our lottery. Send bank details to collect $59951.,spam
Just a reminder that rent is due on the Fridayth. Please transfer at your convenience.,ham
Happy birthday Amanda! Hope you have a wonderful day.,ham
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-096197.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Monthly newsletter: Here's what happened in our community this June.,
Meet beautiful Russian women seeking marriage. Visit http://bride-831995.com,spam
You owe $43521 in taxes. Pay immediately or face arrest. IRS Notice #337773.,spam
Lose 13 lbs in 25 days GUARANTEED! Our miracle pill works instantly.,spam
Make $26983 per day working from home! No experience needed. Join now!,spam
Please review and sign the attached NDA before our meeting on Sunday.,
Nigerian prince needs your help. Transfer $98639 for $282668 reward.,spam
Your PayPal account is limited. Verify immediately: http://paypal-076209.com,spam
I've booked a table for 8 at 10:30 AM on Saturday. Let me know if plans change.,ham
Congratulations! You've won a $63618 prize. Click here to claim: http://prize-236887.com,spam
Your computer has a virus! Call 1-800-036192 immediately for free removal.,spam
The invoice #883660 for $32795 is attached. Please process by next week.,ham
Your PayPal account is limited. Verify immediately: http://paypal-137603.com,spam
Send this to 15 people and receive $62020 from Bill Gates!,spam
Please find attached the report for Q3 as discussed in our last meeting.,ham
Exclusive offer for you: Get 90% off everything at http://shop-291084.com,spam
I've booked a table for 7 at 10:30 AM on Sunday. Let me know if plans change.,ham
"Hey, are you free this weekend? A few of us are planning a hike on next week.",ham
Hot singles in your area are waiting! Meet them tonight at http://date-589714.com,spam
,ham
"Hi Sarah, just checking in about the meeting scheduled for tomorrow at 3:30 PM.",ham
The conference call recording from Saturday is now available in the shared folder.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-460191.com,spam
"Hi David, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
Thanks for your email. I'll get back to you by end of day tomorrow.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-396702.com,spam
Nigerian prince needs your help. Transfer $47412 for $464750 reward.,spam
Please find attached the report for Q3 as discussed in our last meeting.,ham
Refinance your mortgage! Get $19307 cash back. No credit check needed.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Free trial of our premium service. No credit card needed. Sign up: http://free-602865.com,spam
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Your computer has a virus! Call 1-800-711842 immediately for free removal.,spam
You have been selected for a $12507 cash reward. Act fast! Expires soon.,spam
"Hi team, please welcome Amanda who is joining us as the new Marketing Manager starting Sunday.",ham
Nigerian prince needs your help. Transfer $14860 for $244395 reward.,spam
Reminder: Team standup is at 10:30 AM today. Agenda in the shared doc.,ham
Congratulations! You've won a $1989 prize. Click here to claim: http://prize-805630.com,spam
Your flight 458167 to London departs at 9:00 AM on next week. Check-in opens 24h before.,ham
Your flight 714635 to Sydney departs at 10:30 AM on the 15th. Check-in opens 24h before.,ham
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
Your computer has a virus! Call 1-800-472463 immediately for free removal.,spam
"Hey, are you free this weekend? A few of us are planning a hike on tomorrow.",ham
I've booked a table for 2 at noon on Wednesday. Let me know if plans change.,ham
Earn $66799 daily with crypto! Bitcoin investment guaranteed returns.,spam
,spam
WINNER! Your email won our lottery. Send bank details to collect $68782.,spam
Congratulations! You've won a $50864 prize. Click here to claim: http://prize-260423.com,spam
Thanks for attending the webinar! The recording and slides are attached.,ham
"Hi team, please welcome Sarah who is joining us as the new Product Manager starting the 15th.",ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
You owe $98672 in taxes. Pay immediately or face arrest. IRS Notice #063494.,spam
Earn $5793 daily with crypto! Bitcoin investment guaranteed returns.,spam
The quarterly budget review is scheduled for Tuesday. Please prepare your department numbers.,ham
"Hi James, your insurance renewal is due on tomorrow. Review your policy attached.",ham
Make $3960 per day working from home! No experience needed. Join now!,spam
WINNER! Your email won our lottery. Send bank details to collect $86706.,spam
WINNER! Your email won our lottery. Send bank details to collect $91014.,spam
WINNER! Your email won our lottery. Send bank details to collect $78015.,spam
Congratulations! You've won a $75653 prize. Click here to claim: http://prize-522946.com,spam
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
You owe $6830 in taxes. Pay immediately or face arrest. IRS Notice #321450.,spam
Lose 41 lbs in 28 days GUARANTEED! Our miracle pill works instantly.,spam
Lose 46 lbs in 9 days GUARANTEED! Our miracle pill works instantly.,spam
Monthly newsletter: Here's what happened in our community this August.,ham
"Hi Sarah, your subscription renews on Thursday. Let us know if you'd like to make changes.",ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-663416.com,spam
Meet beautiful Asian women seeking marriage. Visit http://bride-042245.com,spam
"Hey, are you free this weekend? A few of us are planning a hike on Monday.",ham
WINNER! Your email won our lottery. Send bank details to collect $22459.,spam
CLAIM NOW: You've been chosen for a $16644 Amazon gift card!,spam
Dinner at 6:30 PM tonight? I was thinking we could try that new Italian place.,ham
Congratulations! You've won a $75531 prize. Click here to claim: http://prize-281578.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
I've booked a table for 5 at 10:30 AM on Monday. Let me know if plans change.,ham
Refinance your mortgage! Get $75318 cash back. No credit check needed.,spam
Lose 19 lbs in 21 days GUARANTEED! Our miracle pill works instantly.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Can we reschedule our next week call? I have a conflict in the morning.,ham
Just a reminder that rent is due on the Mondayth. Please transfer at your convenience.,ham
Make $63718 per day working from home! No experience needed. Join now!,spam
Can we reschedule our Saturday call? I have a conflict in the morning.,ham
URGENT: Your account has been suspended. Verify now at http://secure-687506.net,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
The quarterly budget review is scheduled for Saturday. Please prepare your department numbers.,ham
"Hi Jessica, can you review the pull request I submitted? Let me know if you have questions.",ham
CLAIM NOW: You've been chosen for a $23050 Amazon gift card!,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-228898.com,spam
Make $71346 per day working from home! No experience needed. Join now!,spam
Hot singles in your area are waiting! Meet them tonight at http://date-419785.com,spam
Please find attached the report for Q2 as discussed in our last meeting.,ham
Please review and sign the attached NDA before our meeting on Sunday.,ham
,spam
,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Just a reminder that rent is due on the Saturdayth. Please transfer at your convenience.,ham
Your order #338336 has been shipped. Expected delivery: Monday.,ham
Please review and sign the attached NDA before our meeting on Wednesday.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-085628.com,spam
URGENT: Your account has been suspended. Verify now at http://secure-859770.net,spam
Your PayPal account is limited. Verify immediately: http://paypal-170281.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-591601.net,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
"Hi Amanda, can you review the pull request I submitted? Let me know if you have questions.",
Lose 30 lbs in 23 days GUARANTEED! Our miracle pill works instantly.,
Make $23492 per day working from home! No experience needed. Join now!,spam
Can we reschedule our tomorrow call? I have a conflict in the morning.,ham
"Hi Ashley, just checking in about the meeting scheduled for Thursday at 3:30 PM.",ham
Make $9849 per day working from home! No experience needed. Join now!,spam
The homework assignment is due the 20th. Please submit via the portal by midnight.,ham
Your package is held at customs. Pay $9243 fee: http://customs-811814.com,spam
The library book you reserved is now available for pickup. Expires tomorrow.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-520881.com,spam
The quarterly budget review is scheduled for next week. Please prepare your department numbers.,ham
CLAIM NOW: You've been chosen for a $48512 Amazon gift card!,spam
I've booked a table for 5 at 10:30 AM on tomorrow. Let me know if plans change.,ham
You have been selected for a $48126 cash reward. Act fast! Expires soon.,spam
Happy birthday Robert! Hope you have a wonderful day.,ham
Lose 40 lbs in 24 days GUARANTEED! Our miracle pill works instantly.,spam
CLAIM NOW: You've been chosen for a $15865 Amazon gift card!,spam
Earn $7213 daily with crypto! Bitcoin investment guaranteed returns.,spam
The library book you reserved is now available for pickup. Expires next week.,ham
Congratulations! You've won a $13556 prize. Click here to claim: http://prize-667998.com,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
"Hi Robert, just checking in about the meeting scheduled for Friday at 9:00 AM.",ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-708317.com,spam
"Hi John, your insurance renewal is due on Wednesday. Review your policy attached.",ham
Make $49409 per day working from home! No experience needed. Join now!,spam
"Hi John, your insurance renewal is due on Friday. Review your policy attached.",ham
Make $18422 per day working from home! No experience needed. Join now!,spam
Your computer has a virus! Call 1-800-728813 immediately for free removal.,spam
Your flight 421147 to Sydney departs at 9:00 AM on the 20th. Check-in opens 24h before.,ham
Earn $20183 daily with crypto! Bitcoin investment guaranteed returns.,spam
Can we reschedule our next week call? I have a conflict in the morning.,ham
You owe $83873 in taxes. Pay immediately or face arrest. IRS Notice #780964.,spam
Congratulations! You've won a $97341 prize. Click here to claim: http://prize-550492.com,spam
Your doctor's appointment is confirmed for tomorrow at 3:30 PM.,ham
CLAIM NOW: You've been chosen for a $32205 Amazon gift card!,spam
"Hi team, please welcome Ashley who is joining us as the new Software Engineer starting the 20th.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-694097.com,
Can we reschedule our next week call? I have a conflict in the morning.,ham
"Hi team, please welcome David who is joining us as the new Data Analyst starting tomorrow.",ham
Your order #378253 has been shipped. Expected delivery: the 20th.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-321425.com,spam
Your package is held at customs. Pay $59625 fee: http://customs-068026.com,spam
CLAIM NOW: You've been chosen for a $16783 Amazon gift card!,spam
The conference call recording from Thursday is now available in the shared folder.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-409003.com,spam
CLAIM NOW: You've been chosen for a $99663 Amazon gift card!,spam
Your PayPal account is limited. Verify immediately: http://paypal-458474.com,spam
,ham
Hot singles in your area are waiting! Meet them tonight at http://date-487396.com,spam
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
The conference call recording from Tuesday is now available in the shared folder.,ham
Refinance your mortgage! Get $70305 cash back. No credit check needed.,spam
FREE iPhone 15! Limited offer. Reply YES to claim yours now!,spam
"Hi Amanda, your insurance renewal is due on Tuesday. Review your policy attached.",ham
Your order #017262 has been shipped. Expected delivery: the 20th.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
The library book you reserved is now available for pickup. Expires Thursday.,
The library book you reserved is now available for pickup. Expires Friday.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-075366.com,spam
,spam
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Congratulations! You've won a $75511 prize. Click here to claim: http://prize-690676.com,spam
Can we reschedule our tomorrow call? I have a conflict in the morning.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Can we reschedule our Saturday call? I have a conflict in the morning.,ham
The library book you reserved is now available for pickup. Expires Tuesday.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-473057.com,spam
Double your investment in 24 hours with our secret trading algorithm!,
Free trial of our premium service. No credit card needed. Sign up: http://free-203881.com,spam
WINNER! Your email won our lottery. Send bank details to collect $99769.,spam
Thanks for your email. I'll get back to you by end of day Saturday.,ham
Lose 21 lbs in 20 days GUARANTEED! Our miracle pill works instantly.,spam
Your PayPal account is limited. Verify immediately: http://paypal-848947.com,spam
Thanks for your email. I'll get back to you by end of day the 15th.,ham
Your computer has a virus! Call 1-800-243765 immediately for free removal.,spam
Refinance your mortgage! Get $25569 cash back. No credit check needed.,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,
You owe $4796 in taxes. Pay immediately or face arrest. IRS Notice #880199.,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-216893.net,spam
Lose 50 lbs in 21 days GUARANTEED! Our miracle pill works instantly.,spam
Exclusive offer for you: Get 90% off everything at http://shop-017750.com,spam
"Hi John, your subscription renews on Friday. Let us know if you'd like to make changes.",ham
Send this to 19 people and receive $52263 from Bill Gates!,spam
Please review and sign the attached NDA before our meeting on Friday.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
CLAIM NOW: You've been chosen for a $22719 Amazon gift card!,spam
"Hi James, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Your flight 873480 to Chicago departs at 3:30 PM on Tuesday. Check-in opens 24h before.,ham
Lose 33 lbs in 23 days GUARANTEED! Our miracle pill works instantly.,spam
Your flight 602356 to New York departs at noon on Sunday. Check-in opens 24h before.,ham
Your package is held at customs. Pay $53015 fee: http://customs-776006.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-024837.com,spam
